remote,exam_total,pid,anid,l01q1,l01q2,l01q3,l01q4,l01q5,l01q6,l01q7,l01q8,l01q9,l01q10,l01q11,l01q12,l02q1,l02q2,l02q3,l02q4,l02q5,l02q6,l02q7,l02q8,l02q9,l02q10,l02q11,l02q12,l02q13,l03q1,l03q2,l03q3,l03q4,l03q5,l03q6,l03q7,l03q8,l03q9,l03q10,l03q11,l03q12,l03q13,l03q14,l03q15,l03q16,l03q17,l04q1,l04q2,l04q3,l04q4,l04q5,l04q6,l04q7,l04q8,l04q9,l04q10,l04q11,l04q12,l05q1,l05q2,l05q3,l05q4,l05q5,l05q6,l05q7,l05q8,l05q9,l05q10,l05q11,l05q12,l05q13,l05q14,l05q15,l05q16,l06q1,l06q2,l06q3,l06q4,l06q5,l06q6,l06q7,l06q8,l06q9,l06q10,l06q11,l06q12,l07q1,l07q2,l07q3,l07q4,l07q5,l07q6,l07q7,l07q8,l07q9,l07q10,l07q11,l07q12,l07q13,l07q14,l08q1,l08q2,l08q3,l08q4,l08q5,l08q6,l09q1,l09q2,l09q3,l09q4,l09q5,l09q6,l09q7,l09q8,l09q9,l09q10,l10q1,l10q2,l10q3,l10q4,l11q1,l11q2,l11q3,l11q4,l11q5,l11q6,l11q7,l11q8,l11q9,l11q10,l11q11,l12q1,l12q2,l12q3,l12q4,l12q5,l12q6,l12q7,l12q8,l13q1,l13q2,l13q3,l13q4,l13q5,l13q6,l13q7,l13q8,l14q1,l14q2,l14q3,l14q4,l14q5,l14q6,l14q7,l14q8,l14q9,l14q10,l14q11,l14q12,l15q1,l15q2,l15q3,l15q4,l15q5,l15q6,l15q7,l15q8,l15q9,l16q1,l16q2,l16q3,l16q4,l16q5,l16q6,l16q7,l16q8
#8E12E874,64,A11544343,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,3,5,NA,1,2,2,2,2,1,NA,5,1,4,3,3,2,NA,4,NA,NA,5,1,4,NA,1,2,NA,4,5,3,3,2,2,1,4,1,3,NA,4,4,5,2,3,3,3,5,1,1,5,2,1,3,3,NA,3,4,4,2,3,1,1,5,5,1,5,1,4,2,2,2,1,4,NA,3,3,1,3,5,5,1,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,3,3,2,NA,3,4,3,3,1,1,1,NA,2,NA,3,1,1,1,4,4,NA,2,NA,3,1,1,2,2,1,4,1,1,5,3,5,2,2,2,2,3,2
#8E13E27F,86,A11563937,78,2,2,1,1,3,3,2,3,5,2,4,1,2,4,1,1,1,4,4,5,5,4,4,4,4,1,1,1,4,4,4,4,3,3,2,2,4,4,3,3,4,2,3,2,3,2,4,4,2,2,2,2,4,4,1,2,4,4,4,4,2,3,3,3,1,2,NA,5,1,1,NA,NA,1,3,4,3,2,2,1,1,5,5,5,2,1,4,NA,4,2,2,4,4,1,4,1,1,5,4,1,1,3,3,2,2,3,4,2,2,4,3,1,4,NA,1,2,1,NA,NA,NA,NA,NA,1,1,1,1,3,3,3,3,3,3,3,3,5,1,4,4,3,2,3,3,1,1,3,3,2,3,3,4,4,4,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,4,3,3,2,2
#8E1456CC,95.5,A11768302,90,2,2,1,1,4,3,3,3,3,1,3,1,1,4,2,1,NA,5,5,2,4,2,5,4,3,1,2,1,1,4,4,4,3,3,1,1,4,4,3,NA,NA,NA,3,2,4,4,5,4,2,3,2,2,2,2,3,3,NA,2,1,2,5,3,4,4,2,4,1,1,4,4,4,3,4,3,1,NA,2,2,1,1,4,4,1,1,1,3,5,2,2,2,1,1,3,1,4,1,1,1,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,2,3,3,1,5,1,1,1,3,1,1,3,3,3,1,4,2,1,1,2,4,2,3,2,4,4,NA,NA,1,4,3,2,2,2,4,5,4,2,5,5,1,1,2,2,2,3,3,3
#8E14CF55,43,A11263591,336,2,2,4,NA,2,3,2,3,NA,1,3,3,2,1,1,1,1,2,2,2,2,2,2,4,NA,2,2,1,5,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,2,3,1,4,4,2,2,3,3,2,2,1,2,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,2,1,NA,1,NA,4,1,5,NA,NA,NA,NA,NA,5,2,2,2,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,5,5,1,1,NA,3,1,1,NA,NA,4,4,3,3,2,3,1,1,NA,NA,5,2
#8E14EC76,96.5,A99072896,40,2,2,2,4,3,3,2,3,3,1,3,1,4,4,1,1,NA,1,4,3,3,4,4,2,2,4,4,4,4,4,4,4,3,3,2,2,4,4,5,5,1,1,2,5,4,3,4,4,4,4,1,2,4,4,2,2,4,4,4,4,5,3,5,5,2,1,NA,1,2,2,2,2,1,1,3,3,2,2,1,1,4,4,2,1,4,4,2,2,2,5,4,4,4,4,1,1,5,5,2,2,5,3,1,1,2,3,2,2,3,3,2,2,2,2,2,1,2,2,4,2,2,1,1,1,1,4,4,1,1,4,4,3,3,3,3,3,3,2,2,3,3,1,1,3,3,2,3,3,1,1,4,4,3,3,3,2,1,1,5,5,5,5,5,5,1,5,3,2,3,3,5,3
#8E1662FA,54,A98099860,294,2,2,3,3,4,3,2,3,3,1,3,1,2,4,1,1,1,4,4,3,3,3,1,2,3,3,3,1,4,4,3,5,4,3,4,4,4,1,3,3,2,1,2,2,1,3,5,5,5,NA,2,2,1,4,3,1,2,4,4,4,2,3,3,2,NA,NA,NA,1,2,1,NA,1,2,1,2,1,2,2,3,1,NA,5,1,1,1,1,2,2,3,NA,1,NA,1,2,1,1,1,2,1,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,5,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,1,1,2,2,2,4,3,3,NA,2,1,1,2,1,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA
#8E1969FE,96,A99016863,35,2,2,1,2,3,3,2,5,3,1,3,1,3,4,1,1,1,5,1,5,5,3,4,4,3,2,NA,1,5,4,2,3,3,3,4,3,4,4,3,NA,2,2,2,2,2,2,3,3,5,5,2,2,3,4,2,1,4,4,4,5,2,3,4,3,2,2,NA,2,1,2,1,3,3,3,3,3,3,2,1,1,1,4,1,1,4,4,1,2,2,2,NA,4,3,4,2,1,4,4,1,NA,4,3,NA,2,2,2,2,2,3,3,2,2,2,2,NA,1,2,2,2,2,2,1,1,4,4,3,3,5,5,1,5,NA,3,3,5,3,3,3,3,2,2,1,1,3,3,2,2,4,NA,4,4,4,1,5,2,1,1,1,3,5,2,3,5,5,1,2,4,2,2,3,2,1
#8E1CEB79,105.5,A11674365,0,2,2,1,1,3,3,2,3,3,1,3,1,4,4,1,NA,5,1,4,3,3,4,NA,3,3,2,2,1,4,4,4,4,3,3,4,2,4,4,3,3,1,1,2,2,2,2,4,4,3,3,2,2,4,4,2,2,4,4,4,4,2,3,3,3,2,5,5,1,1,1,3,3,1,1,3,3,2,2,1,1,4,4,5,1,4,4,4,4,2,2,4,4,4,4,1,1,4,2,2,2,3,3,2,2,3,2,2,2,3,3,2,4,4,4,2,NA,2,2,2,2,2,1,1,3,3,4,4,3,3,5,5,2,2,4,2,4,4,2,2,3,3,5,5,3,3,2,2,2,4,4,4,4,1,2,2,1,1,1,5,5,5,5,5,4,2,2,3,4,4,3,5,5
#8E395EE9,104.5,A11681899,10,2,2,4,4,3,3,2,3,3,1,3,1,4,4,1,1,3,3,4,2,5,4,4,3,3,2,2,1,4,4,4,4,3,3,4,1,2,4,3,2,2,1,4,4,1,1,4,4,3,3,2,2,4,4,3,2,4,4,2,4,2,3,3,3,2,4,1,1,4,1,3,3,3,3,4,1,2,2,1,1,4,4,3,3,2,4,2,2,2,2,4,4,4,4,1,2,2,2,2,2,5,5,2,3,3,2,2,2,3,3,4,5,2,NA,2,1,2,2,3,3,3,1,5,4,4,4,4,3,3,5,5,3,3,1,5,3,3,2,2,3,3,1,5,3,3,2,2,2,4,4,4,4,2,2,2,1,1,1,2,2,4,2,4,5,2,2,1,2,2,3,2,2
#8E5BE633,97.5,A99055616,21,2,2,4,1,3,3,2,3,3,1,3,1,4,4,1,1,5,5,4,3,3,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,2,3,1,2,2,2,2,1,2,1,4,1,NA,NA,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,4,5,1,3,3,2,3,2,3,3,1,2,3,2,1,2,NA,1,1,1,1,1,2,2,2,2,NA,NA,NA,1,2,3,3,4,1,1,3,3,4,3,3,2,2,2,3,1,2,1,1,1,NA,3,1,3,1,1,3,1,3,2,NA,1,3,NA,1,4,1,1,2,1,1,1,5,5,NA,4,4,4,2,3,2,3,3,3,3,3
#8E6AF216,93,A11504047,32,2,2,4,4,2,2,4,3,NA,2,3,1,1,1,1,1,1,1,4,3,3,5,4,1,3,2,2,4,4,4,4,4,1,3,2,4,4,4,3,3,1,1,4,2,2,5,4,4,3,4,1,2,4,4,2,2,2,3,4,4,5,3,4,4,4,1,NA,1,1,1,1,1,4,4,2,2,2,2,1,1,4,4,1,4,2,2,2,2,1,2,4,4,3,3,1,1,4,4,2,1,3,3,2,2,2,5,2,2,3,3,1,4,1,1,2,1,3,2,3,2,2,3,3,4,4,4,4,3,3,1,1,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,5,3,3,3,1,4,1,1,2,1,NA,1,1,1,5,5,5,5,3,5,1,1,2,2,2,2
#8E6C0EEC,61.5,A11155029,268,2,2,4,1,3,3,2,1,4,2,3,1,1,4,1,1,3,4,1,3,3,4,4,2,2,3,2,1,2,4,4,4,3,3,1,4,4,4,3,3,5,1,1,1,4,3,4,4,3,5,2,2,4,3,2,3,1,4,3,3,5,3,2,4,4,1,1,1,4,3,3,3,3,4,3,1,4,4,4,5,4,4,4,4,3,3,2,2,3,3,4,4,1,1,2,1,5,5,3,4,3,5,2,4,3,2,4,3,4,3,4,4,1,1,2,2,2,2,3,3,3,1,1,3,3,5,5,1,1,1,1,4,3,3,3,3,2,2,3,3,3,1,1,1,NA,2,3,3,1,4,3,3,1,1,1,3,4,4,1,1,5,5,5,5,1,2,1,2,2,2,1,5
#8E6C6B89,104,A99036785,6,2,2,2,2,3,3,2,NA,5,1,5,1,4,4,1,1,1,5,4,3,3,4,4,4,4,3,3,1,4,4,4,4,2,2,2,2,4,4,3,3,2,2,2,2,4,3,4,4,3,3,2,2,3,2,2,2,4,4,4,4,2,3,4,4,2,2,5,2,3,3,3,3,3,3,3,3,4,2,1,1,4,4,1,5,1,3,4,4,2,2,4,4,4,4,1,1,4,2,2,2,4,4,NA,3,3,2,3,3,3,3,3,3,4,4,2,2,1,1,2,2,2,1,1,1,3,3,3,1,1,1,5,3,3,1,1,4,3,2,2,1,4,1,1,3,3,2,1,2,NA,3,3,2,1,1,2,1,1,1,2,2,5,5,5,5,2,2,1,4,3,3,2,2
#8E6D3FDC,83.5,A11386360,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,2,4,4,1,4,4,4,4,4,1,4,1,1,1,1,2,2,4,4,1,5,2,2,4,4,3,3,4,4,4,4,4,3,3,3,2,5,2,2,3,4,2,2,1,1,3,4,NA,NA,1,1,4,4,1,1,1,3,1,1,2,3,1,4,2,2,2,1,5,3,1,1,3,3,1,2,2,2,3,3,2,4,2,2,1,1,2,1,2,2,3,1,1,2,1,1,3,1,4,1,1,4,4,3,3,4,4,1,3,2,2,1,1,2,3,3,3,2,4,3,3,3,4,4,1,3,3,1,1,1,2,3,4,2,2,4,2,5,NA,2,4,3,1,2
#8E6FF716,61,A11724680,253,2,2,1,1,1,3,1,3,NA,1,3,1,2,4,1,1,2,3,4,NA,NA,4,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,4,4,1,2,2,2,NA,4,1,1,2,5,1,1,1,4,2,2,1,5,NA,5,4,4,2,2,4,NA,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,2,1,4,NA,1,3,NA,2,NA,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
#8E701EE0,89,A98100081,118,2,2,3,3,3,3,3,3,3,2,3,5,4,4,3,5,3,5,4,3,5,2,2,2,2,4,4,1,3,4,2,2,4,NA,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,2,2,4,4,2,2,3,3,5,4,4,1,4,2,2,1,4,1,5,5,1,1,1,3,2,1,2,1,4,5,4,4,1,1,1,1,4,4,4,2,4,4,3,1,2,4,4,4,2,2,3,5,1,5,5,1,1,3,3,3,2,3,2,2,NA,1,NA,2,2,2,3,1,1,NA,1,1,1,1,1,5,5,4,4,1,1,2,2,2,2,1,1,4,4,3,3,3,1,4,1,1,5,5,5,4,NA,3,1,1,3,3,4,4,4,4,4,4,2,2,2,2,5,5
#8E7215E9,50,A11262973,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,2,2,2,2,2,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,2,2,2,NA,2,2,4,4,4,3,3,NA,3,3,2,3,1,3,1,2,NA,NA,1,1,1,1,1,3,1,2,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,NA,3,3,NA,2,2,3,3,2,4,1,1,2,1,1,2,2,2,NA,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,4,2,3,2,2,NA,2,2,NA,2,2,2,3,3,NA,NA,3,3,1,NA,1,1,2,NA,2,2,2,2,1,1,2,2,2,2,2,2
#8E74A65C,54,A09368617,309,2,2,4,1,1,4,2,3,3,2,2,5,3,4,1,1,3,5,1,3,3,5,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,1,2,4,4,1,2,4,4,3,1,3,4,2,4,4,1,4,3,2,5,1,1,3,1,2,2,2,1,4,4,3,3,4,1,5,4,1,1,5,2,5,2,3,5,4,4,1,1,5,5,5,5,1,1,3,3,2,1,1,1,4,4,2,5,2,1,1,1,2,2,1,1,2,2,2,3,3,3,1,4,3,1,1,2,2,1,1,3,3,1,3,2,1,2,3,3,1,5,3,1,5,3,1,1,4,4,4,4,3,4,2,1,1,5,2,2,3,3,1,5,3,3,1,1,3,3
#8E7552A9,75.5,A99056145,132,2,2,1,2,2,1,2,3,3,2,3,4,2,4,1,1,4,4,4,1,1,5,5,3,2,5,5,3,3,4,1,4,3,3,1,1,3,4,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,4,4,1,3,3,2,NA,NA,NA,1,2,2,NA,1,1,1,2,1,2,2,3,1,NA,5,1,1,1,1,2,2,2,4,4,NA,2,2,3,1,3,2,1,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,2,4,2,2,4,NA,4,4,4,NA,NA,NA,2,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,1,3,1,2,2,2,2,2,3,3,2
#8E76A159,70,A11634382,263,2,2,2,4,4,3,2,3,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,4,2,4,1,3,2,1,2,1,4,4,2,3,4,5,3,3,4,4,2,2,1,1,2,2,2,2,2,4,3,3,3,1,3,4,2,1,1,1,3,3,1,3,2,2,3,3,4,3,2,3,3,4,2,2,1,3,3,4,2,3,2,3,2,2,4,4,3,3,4,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,1,1,3,1,1,1,1,4,3,1,4,4,1,4,5,3,3,2,4,4,4,2,3,3,3,5,5,3,3,2,3,5,3,4,3,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,4,4,4,2,2
#8E778871,59.5,A11141827,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,1,5,5,4,5,5,1,4,3,3,2,2,1,3,4,4,4,3,3,2,2,4,4,3,4,2,2,2,2,1,5,4,4,3,4,1,2,2,4,2,2,4,4,4,4,5,3,3,3,2,1,NA,5,4,4,NA,3,3,3,5,2,2,2,1,1,4,4,1,1,4,4,1,2,2,1,4,4,1,4,2,1,5,5,1,1,5,3,2,3,3,3,3,2,5,3,2,4,2,2,2,NA,2,2,3,2,2,3,1,4,4,3,3,1,1,1,5,1,4,5,4,3,3,2,2,1,3,2,2,2,NA,2,3,3,4,3,1,4,3,5,2,1,5,5,2,5,5,5,5,NA,3,5,2,3,4,4,1,2
#8E77B44D,89,A99112499,62,2,2,2,1,1,4,3,3,3,1,3,5,4,4,1,1,4,4,5,3,5,2,NA,3,3,NA,NA,NA,4,4,4,4,3,3,4,4,1,4,2,3,2,2,5,2,2,4,3,4,3,3,2,2,1,1,2,2,1,4,4,4,5,3,4,3,2,2,NA,1,3,3,1,1,4,4,1,1,2,1,1,1,4,4,1,1,1,1,2,2,2,2,4,4,1,4,1,1,1,1,2,2,2,2,NA,2,3,5,3,2,2,2,2,4,1,1,2,1,1,1,4,4,4,3,3,3,2,3,3,1,1,3,2,1,3,2,2,3,3,2,3,3,3,4,4,3,3,2,2,1,3,3,2,4,2,1,5,3,1,1,1,5,3,4,4,4,2,3,3,1,4,3,2,2
#8E7954A3,93.5,A11509654,92,2,2,1,1,NA,3,2,3,3,2,3,1,NA,NA,4,1,2,5,5,3,3,4,4,2,3,2,2,1,4,4,4,4,3,2,1,1,4,4,3,1,2,2,2,2,4,2,3,3,3,3,2,2,4,4,3,3,3,4,1,4,1,3,1,5,1,1,NA,1,2,1,3,4,2,2,4,4,2,2,1,1,4,4,2,1,1,5,1,2,5,4,3,3,1,5,4,1,2,2,4,4,5,5,NA,NA,NA,NA,1,2,2,3,3,4,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,5,3,3,2,2,4,4,2,2,3,3,1,5,2,3,1,3,5,3,3,4,4,2,NA,NA,5,2,NA,2,2,5,2,5,5,2,2,2,4,3,NA,2,2
#8E79A255,104,A10830375,22,2,NA,4,1,2,3,2,5,5,3,5,1,1,4,1,1,2,3,4,3,5,4,NA,4,3,2,2,1,5,4,4,4,3,3,1,1,1,4,1,3,1,1,1,2,5,5,4,4,5,5,2,2,4,4,2,1,4,4,4,4,4,3,4,1,2,1,NA,1,1,1,3,3,1,1,4,4,2,NA,1,1,4,4,1,1,1,3,2,2,1,1,2,2,4,4,1,1,4,4,2,2,3,3,2,1,3,2,2,2,3,3,5,2,1,1,2,1,2,2,2,2,2,1,1,3,3,4,3,1,1,1,5,2,3,2,4,3,3,2,2,1,3,1,5,3,3,2,2,3,4,4,4,4,1,3,2,1,1,1,2,5,2,2,1,5,3,2,2,5,3,3,2,3
#8E832A27,31,A11062127,326,2,NA,2,NA,2,2,4,1,2,1,3,5,2,4,3,5,3,2,2,1,4,2,5,1,5,3,2,2,2,4,4,4,3,2,4,2,2,4,3,2,1,1,3,3,5,4,4,4,2,4,3,3,4,2,2,2,2,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,2,2,3,3,2,3,2,2,2,3,3,1,5,3,2,2,2,2,2,1,4,2,2,2,3,2,2,2,3,4,2,2,1,2,2,2,2,3,2,3,NA,NA,NA,NA,2,3,2,2,2,2,3,1,2,4,4,1,1,3,4,2,3,2,3,2,3,2,3,2,1,2,2,2,3,2,3,3,4,1,3,3,1,3,3,2,2,3,2,1,2,2,2,2,2,2,4,4,3,2,2,2
#8E859299,77,A99044353,106,2,2,1,1,3,3,3,4,3,1,1,2,NA,4,1,NA,1,4,4,3,3,3,3,3,3,1,5,1,2,4,4,4,3,2,2,2,4,4,3,3,1,2,4,4,2,2,4,4,3,3,2,2,1,4,2,2,4,4,2,4,2,3,4,4,2,1,1,2,2,3,1,3,1,3,3,3,5,2,1,1,4,4,1,1,2,4,4,4,2,2,4,4,4,4,4,1,5,4,1,2,3,4,2,2,3,2,3,3,3,3,3,3,1,3,2,1,3,1,2,2,2,4,1,1,1,4,3,5,4,5,5,2,NA,3,1,2,2,2,2,1,4,2,1,3,3,2,3,2,2,3,3,4,3,4,2,1,1,NA,2,2,5,5,5,5,2,2,2,4,3,3,2,2
#8E85EEE5,103.5,A11281900,8,2,2,1,1,3,3,2,3,2,2,3,1,5,4,1,1,5,5,4,5,5,4,4,3,4,1,3,1,3,1,4,4,3,3,1,1,4,4,5,3,1,2,2,2,3,2,4,4,4,3,1,2,4,4,2,4,4,4,4,4,2,3,4,4,2,1,5,5,1,1,3,3,1,2,3,3,2,2,1,1,4,4,1,5,4,4,NA,1,5,2,3,4,1,4,4,1,4,4,2,2,5,5,2,2,3,5,3,2,4,3,4,4,NA,NA,NA,NA,3,3,1,2,2,1,1,4,4,4,4,1,1,3,5,3,5,4,1,4,3,1,2,3,3,3,1,3,3,2,2,2,2,2,NA,4,2,2,2,1,1,1,4,5,5,NA,5,5,1,4,2,3,3,3,3,3
#8E8AA2A6,70,A11695449,206,1,2,3,1,2,3,4,3,3,1,3,NA,2,4,1,1,1,1,3,3,3,3,3,3,3,1,1,3,4,NA,4,4,4,NA,5,2,3,4,3,3,1,1,1,4,3,3,4,NA,4,NA,1,2,1,3,1,1,2,4,3,4,3,3,3,3,1,2,NA,1,1,1,2,1,1,4,3,4,3,3,1,1,4,4,1,1,2,1,2,1,2,2,1,4,3,NA,2,2,4,NA,2,2,2,NA,NA,2,2,2,3,3,4,3,1,1,1,1,2,2,NA,NA,2,2,2,1,3,2,4,3,3,3,3,3,5,2,3,3,4,3,4,2,2,2,2,4,4,3,NA,2,4,5,1,2,1,2,2,1,2,1,2,2,2,3,1,1,2,2,3,5,3,NA,3,3,2,2
#8E94F0EA,103.5,A10054421,12,2,2,1,4,2,2,5,3,5,2,3,1,4,4,1,1,1,3,4,3,3,1,5,3,3,2,2,1,4,4,4,4,3,3,4,4,4,4,5,3,2,2,4,1,3,2,4,4,4,4,1,2,1,4,2,2,4,4,2,2,4,3,4,2,2,2,NA,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,2,2,4,2,2,3,4,5,4,2,2,3,3,2,1,3,2,2,2,5,3,3,2,1,1,1,NA,3,3,4,4,NA,1,1,3,4,4,4,3,3,5,5,3,3,4,4,3,3,2,3,3,3,1,5,3,3,2,4,4,3,3,1,1,1,2,3,1,NA,1,1,1,5,5,5,5,3,3,2,2,3,3,2,2
#8E99BCAB,92.5,A99110391,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,3,4,4,3,3,2,2,3,3,2,2,1,3,4,4,4,3,3,1,2,4,4,3,3,1,2,4,4,4,4,4,3,2,2,2,2,NA,4,2,2,3,4,3,4,2,3,3,4,4,1,NA,1,2,2,1,1,1,1,4,4,3,2,1,1,4,4,5,5,1,4,3,1,2,2,4,4,1,4,4,1,3,4,2,2,4,4,NA,1,1,1,1,1,2,2,3,2,NA,NA,NA,1,2,2,1,4,4,2,2,1,2,2,3,1,2,3,3,3,NA,3,1,1,1,3,1,2,2,3,3,2,2,2,4,3,3,3,3,4,4,2,3,1,2,1,1,2,2,2,1,2,2,3,2,3,3,3,2,2
#8E9B4752,70,A11594719,250,2,2,1,NA,4,3,5,3,1,2,5,1,4,4,1,1,2,3,4,3,5,2,4,3,3,2,2,1,1,NA,4,4,3,3,1,1,4,4,3,5,1,4,2,2,5,NA,5,5,4,4,2,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,3,5,5,2,2,4,1,4,4,2,5,1,4,NA,4,2,2,2,4,3,4,4,1,2,2,2,1,3,5,2,2,4,5,2,2,3,4,4,2,1,1,4,1,3,5,2,2,2,1,3,3,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,1,1,2,5,4,3,2,3,2,3,3,4,4,1,1,2,1,1,1,3,3,2,2,4,4,4,4,2,2,2,3,2,4
#8E9D4A59,60.5,A11733590,281,4,2,1,1,2,2,2,1,3,2,3,1,4,4,1,1,2,4,1,3,3,5,5,4,4,NA,5,3,5,4,4,4,1,3,1,2,2,4,3,3,4,4,1,1,2,2,2,2,4,4,1,3,2,2,2,1,2,2,2,2,3,2,2,4,2,1,2,1,2,3,2,2,2,2,2,2,1,2,3,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,2,4,NA,NA,NA,NA,2,4,4,3,2,3,1,1,3,1,1,2,2,2,2,1,1,1,1,1,3,3,3,5,5,1,1,1,NA,2,2,2,3,2,3,4,1,3,3,2,3,3,3,3,3,NA,3,2,5,2,2,3,3,2,5,1,1,4,3,3,1,1,3,3,5,3
#8E9DB1A2,56,A11468765,282,2,2,2,1,2,2,4,4,4,2,3,1,4,4,1,1,NA,4,2,3,3,1,1,3,3,2,2,2,4,4,2,2,3,3,4,2,4,4,3,3,3,2,4,4,5,3,4,4,4,4,2,2,1,4,2,2,3,4,3,4,2,3,4,4,2,4,4,1,3,3,3,3,3,4,3,3,2,2,1,1,4,4,1,1,2,2,1,2,2,2,1,2,1,2,2,4,4,2,2,2,4,4,2,1,1,2,2,2,1,1,3,3,1,1,2,1,1,1,4,1,1,2,2,4,4,4,4,1,1,4,4,2,2,2,3,3,3,3,3,1,1,2,1,NA,NA,2,2,3,1,1,4,4,3,3,3,3,1,1,4,4,4,4,4,4,3,2,1,3,3,2,2,2
#8E9EE9F9,76.5,A11643637,136,4,2,1,1,3,3,4,3,3,2,3,1,4,4,1,1,1,4,5,3,3,5,5,4,3,2,2,4,2,4,4,4,3,3,4,4,2,4,3,3,2,2,1,1,3,3,3,4,3,3,2,2,3,4,2,3,3,5,2,2,1,3,3,3,2,1,NA,1,4,1,1,2,4,5,4,1,3,2,2,1,4,NA,4,4,2,1,1,2,2,2,1,4,3,3,2,2,5,4,2,2,1,5,2,1,2,2,3,2,4,4,3,3,1,1,2,1,2,2,2,2,2,1,1,4,4,3,3,2,4,5,5,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,1,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,3,3,1,2,1,3,3,3
