remote,exam_total,pid,anid,l01q1,l01q2,l01q3,l01q4,l01q5,l01q6,l01q7,l01q8,l01q9,l01q10,l02q1,l02q2,l02q3,l02q4,l02q5,l02q6,l02q7,l02q8,l02q9,l02q10,l02q11,l02q12,l02q13,l03q1,l03q2,l03q3,l03q4,l03q5,l03q6,l03q7,l03q8,l03q9,l03q10,l04q1,l04q2,l04q3,l04q4,l04q5,l04q6,l04q7,l04q8,l04q9,l04q10,l04q11,l04q12,l04q13,l04q14,l05q1,l05q2,l05q3,l05q4,l05q5,l05q6,l05q7,l05q8,l05q9,l05q10,l06q1,l06q2,l06q3,l06q4,l06q5,l06q6,l06q7,l06q8,l07q1,l07q2,l07q3,l07q4,l07q5,l07q6,l07q7,l07q8,l07q9,l07q10,l07q11,l07q12,l07q13,l07q14,l07q15,l07q16,l07q17,l08q1,l08q2,l08q3,l08q4,l09q1,l09q2,l09q3,l09q4,l09q5,l09q6,l09q7,l09q8,l09q9,l10q1,l10q2,l10q3,l10q4,l10q5,l10q6,l10q7,l10q8,l11q1,l11q2,l11q3,l11q4,l11q5,l11q6,l11q7,l11q8,l12q1,l12q2,l12q3,l12q4,l12q5,l12q6,l12q7,l12q8,l12q9,l12q10,l12q11,l13q1,l13q2,l13q3,l13q4,l13q5,l13q6,l13q7,l14q1,l14q2,l14q3,l14q4,l14q5,l14q6,l14q7,l15q1,l15q2,l15q3,l15q4,l15q5,l15q6,l15q7,l16q1,l16q2,l16q3,l16q4,l16q5,l16q6,l16q7,l16q8,l16q9,l17q1,l17q2,l17q3,l17q4,l17q5,l17q6,l17q7,l17q8,l17q9
#9A965458,70,A12072637,84,2,2,1,1,2,3,3,1,3,2,1,3,3,3,3,3,4,4,3,3,2,2,1,4,4,4,3,3,1,4,4,2,2,NA,3,4,5,4,2,1,4,2,2,4,4,3,2,NA,2,2,3,4,1,1,5,2,1,4,4,3,1,2,2,2,2,NA,3,2,3,4,2,1,1,4,2,2,2,2,4,4,4,1,3,3,2,2,4,5,3,3,2,2,2,2,2,1,1,3,3,2,3,2,2,2,2,2,2,1,2,2,2,NA,2,2,2,2,4,5,2,2,3,3,2,3,2,2,4,3,4,NA,2,4,4,2,1,2,2,3,2,4,3,5,5,4,2,NA,2,2,2,2,2,2,3,3,5,1,5,2,1,4,2
#9A966E62,70,A91418330,47,2,2,1,1,4,3,2,3,3,1,NA,NA,NA,1,1,1,1,4,3,3,2,2,1,5,5,4,3,3,1,4,4,1,1,3,4,4,3,3,4,2,2,4,4,4,3,3,2,1,2,2,1,3,1,1,1,3,5,1,1,3,3,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,3,3,1,1,5,3,3,3,3,NA,NA,1,NA,1,1,1,1,3,3,5,5,2,NA,3,3,1,2,3,2,2,3,3,3,3,3,3,3,3,1,1,5,5,1,2,4,1,4,1,1,2,1,1,4,4,5,4,4,4,4,4,1,3,2,1,1,3,4,3,4,4,3,1,1,3,5
#9A97404D,53.5,A12045305,237,2,2,2,1,3,NA,2,3,3,NA,1,3,3,1,3,5,5,5,2,2,3,3,3,4,4,4,2,3,2,1,1,1,1,3,NA,1,3,2,NA,1,3,1,NA,NA,2,4,2,1,2,2,2,2,1,4,4,3,1,1,1,2,3,3,3,2,2,1,3,2,NA,4,3,NA,4,1,1,3,2,2,4,4,4,4,3,3,2,2,2,3,2,3,1,3,2,3,4,1,2,3,4,1,3,5,5,3,3,2,1,1,NA,1,1,1,1,3,2,2,3,3,2,3,4,4,2,3,1,1,2,1,2,2,2,1,4,1,2,2,1,5,2,1,4,2,1,5,4,4,2,2,2,3,4,4,4,3,3,3,3,3,1,2,3
#9A974D40,55,A91411351,233,2,2,3,2,2,3,4,NA,3,2,1,3,3,5,1,1,2,1,1,3,2,2,1,1,1,4,1,3,1,2,4,2,1,4,3,4,3,3,5,5,4,3,3,4,4,4,2,1,3,3,5,4,NA,4,2,4,1,1,1,3,3,NA,1,4,3,1,2,2,1,4,3,4,3,4,2,1,2,2,4,4,1,1,1,1,1,1,4,5,2,2,2,2,2,4,2,1,2,4,2,3,4,1,3,1,NA,3,NA,2,2,1,NA,2,3,3,2,2,2,3,2,2,2,2,2,3,3,3,1,1,5,5,5,2,2,NA,3,2,1,1,4,2,2,4,5,1,1,5,2,1,1,1,2,2,2,3,3,4,3,4,4,4,4
#9A974F42,59,A91103465,167,2,2,1,2,3,3,3,3,5,1,1,3,3,5,3,3,1,4,2,3,2,2,3,NA,NA,3,3,3,2,4,4,1,NA,5,4,4,2,3,1,1,4,4,2,4,3,4,2,NA,2,2,4,4,1,4,2,3,1,2,2,2,2,1,1,1,1,4,3,2,3,4,3,1,1,2,1,1,3,1,1,4,1,1,5,5,3,3,3,3,2,5,1,5,3,4,2,NA,NA,2,2,4,4,4,NA,1,1,5,5,2,1,2,2,1,2,4,2,2,1,2,2,3,3,4,2,2,3,1,1,1,1,5,2,2,4,1,4,3,1,3,4,4,4,4,5,NA,1,4,2,3,2,2,4,4,3,3,1,4,4,1,1,5,5
#9A9FF6F3,68,A91024714,71,2,2,1,1,1,4,3,3,NA,2,1,2,3,4,4,4,2,NA,3,3,2,NA,2,1,4,4,3,2,1,4,4,1,1,5,4,4,5,5,1,2,2,3,3,4,3,5,2,2,1,2,4,4,4,NA,2,3,1,1,NA,1,2,3,2,2,4,3,3,2,1,4,2,4,4,5,3,2,2,2,4,4,NA,NA,5,5,2,2,3,5,4,3,2,2,3,2,2,2,1,1,1,4,4,2,3,1,1,1,1,1,1,2,5,2,3,3,2,NA,3,NA,3,4,2,4,2,2,2,1,1,5,1,NA,NA,1,4,1,5,2,1,5,3,1,5,2,5,2,5,1,3,3,3,NA,3,3,2,4,4,NA,3,1,1,3,NA
#9AA21A22,72.5,A12328208,61,2,2,1,1,3,3,2,3,3,2,1,1,3,5,3,3,4,4,3,NA,1,NA,3,4,4,4,3,3,2,5,4,2,1,1,4,NA,3,3,1,2,2,3,3,4,5,5,2,1,2,2,4,4,4,NA,2,3,3,3,1,4,3,3,3,3,4,2,2,3,1,4,3,1,NA,1,1,4,3,2,3,4,4,1,1,4,2,2,3,2,NA,3,2,2,NA,2,4,1,1,3,3,2,1,3,4,1,NA,3,3,2,2,3,NA,3,3,3,2,NA,3,NA,4,NA,4,3,1,1,2,3,2,3,2,2,NA,4,NA,2,2,2,2,1,1,1,4,5,5,1,1,5,4,NA,2,2,3,4,4,3,2,4,3,4,4,2,3
#9AA27C44,55.5,A11453677,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,2,1,5,1,3,4,3,3,3,3,2,2,4,1,3,1,1,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,4,4,4,4,4,3,1,4,1,2,4,4,2,2,3,NA,NA,2,1,4,3,2,2,4,1,4,3,2,2,2,4,1,1,4,3,2,3,3,1,2,4,2,2,3,3,1,1,1,1,1,4,1,4,1,1,2,2,2,2,1,1,4,2,2,3,2,1,1,3,4,2,NA,1,3,1,1,1,2,2,2,2,1,1,1,3,1,1,1,4,2,5,1,4,1,1,5,2,2,1,2,3,3,2,3,4,4,3,1,1,5,5
#9AA3F4CD,63,A12350465,160,3,2,3,1,4,3,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,3,3,2,3,4,1,1,3,2,4,4,3,2,1,5,4,3,5,3,5,2,1,1,2,4,4,1,4,4,3,1,1,4,3,3,2,5,1,4,1,2,2,1,4,3,1,1,3,2,4,2,1,4,4,4,4,5,5,3,2,1,3,3,3,2,2,2,2,2,1,1,2,1,2,3,2,4,1,1,5,5,2,1,3,3,1,3,2,4,2,2,4,4,1,3,4,3,2,1,3,2,1,1,1,2,5,4,3,3,2,2,1,4,2,1,5,5,3,3,5,3,3,2,2,3,3,3,2,5,4,5,4,1,5,4
#9AA46C52,53.5,A12380292,200,2,2,3,1,2,3,4,3,3,1,1,4,NA,2,3,3,3,4,4,3,2,3,4,3,4,4,1,3,1,1,2,2,2,NA,4,4,4,2,2,1,2,3,4,4,3,3,2,1,2,2,2,4,1,4,4,4,1,1,4,3,3,4,2,4,3,NA,NA,3,1,1,3,4,4,4,2,4,4,4,3,4,1,1,4,1,2,2,5,3,2,3,2,3,2,3,3,1,1,3,3,4,4,4,4,3,3,1,5,2,1,3,3,4,3,2,2,2,1,1,2,4,4,NA,3,3,3,1,1,2,3,2,2,1,1,1,3,1,2,1,2,2,1,5,2,3,3,5,3,3,3,3,3,3,3,3,4,4,3,1,1,2,2
#9AA57B44,87,A12231993,2,2,2,2,4,4,3,2,3,3,1,1,3,NA,1,3,3,4,4,5,3,2,2,1,4,4,4,3,3,1,4,4,1,1,5,4,4,3,NA,2,2,2,3,3,4,5,NA,2,1,2,2,4,4,4,4,2,3,2,1,1,3,3,5,5,3,3,NA,2,2,1,4,3,1,1,4,4,4,2,2,4,4,1,1,4,2,2,2,5,3,3,3,2,2,2,4,4,2,2,1,1,1,1,3,3,3,3,5,5,2,1,3,3,5,3,3,2,NA,4,2,4,4,4,4,2,2,3,3,4,5,4,2,2,4,NA,2,NA,2,2,1,1,1,2,NA,5,2,2,2,3,3,4,4,3,3,3,3,4,4,4,4,4,3,5
#9AA58EB1,81,A12090159,15,2,2,1,1,3,3,2,3,3,1,1,2,3,1,3,3,4,4,3,3,2,2,1,4,4,4,3,3,1,5,4,1,1,3,1,4,4,3,1,2,1,4,3,4,3,5,2,1,2,2,4,4,4,4,5,3,2,1,1,3,3,3,5,4,3,NA,2,2,1,4,3,5,1,4,4,4,2,2,4,4,2,1,2,4,2,2,5,3,3,3,2,2,2,4,4,2,2,1,1,1,1,4,4,5,1,5,5,2,5,3,3,1,2,2,2,2,2,2,3,3,4,3,2,2,4,4,5,5,4,2,2,1,4,3,4,2,2,1,1,1,2,2,5,2,2,2,3,3,4,4,2,3,2,3,4,4,5,1,4,4,1
#9AAA0F3F,53.5,A11994075,146,2,2,1,1,3,3,2,3,3,1,1,3,3,1,3,3,5,5,3,3,3,2,2,4,4,4,1,5,2,4,4,2,1,4,4,4,3,3,1,2,2,5,5,4,4,4,2,1,3,3,3,4,4,4,2,3,5,1,1,3,3,4,1,2,1,1,3,2,1,4,3,1,1,4,2,1,2,2,4,4,1,2,4,4,4,2,3,3,3,3,2,2,2,2,2,1,NA,1,1,2,2,2,NA,3,3,1,5,1,1,5,3,1,3,3,2,2,2,2,2,2,3,3,2,2,5,5,1,1,2,2,2,3,4,2,3,2,2,1,1,1,3,4,5,1,4,5,4,2,4,1,1,3,2,3,2,2,3,1,1,4,3
#9AAAF3C3,62.5,A12383203,203,NA,NA,2,3,3,3,3,4,4,4,1,4,3,4,5,3,4,4,2,2,2,2,1,5,2,4,1,NA,2,4,4,4,4,3,3,3,2,4,4,4,4,1,2,4,4,4,2,1,2,2,3,3,2,4,3,3,1,3,3,3,3,4,3,2,2,1,3,2,1,4,3,3,3,3,2,1,2,2,3,3,4,4,3,3,2,2,3,5,1,3,4,3,1,2,2,1,1,2,2,3,2,5,3,3,1,3,5,2,2,3,3,NA,3,3,3,2,3,4,3,3,3,3,NA,3,3,3,2,1,2,2,2,1,1,2,2,1,2,5,1,4,1,4,5,3,3,5,3,2,2,4,4,4,2,3,3,3,2,2,2,2,2
#9AAE4773,46.5,A12077090,221,2,2,1,1,4,4,4,3,3,2,1,5,5,2,3,3,5,5,3,3,3,3,1,5,4,4,3,3,4,5,4,1,1,2,4,4,3,3,1,2,4,2,2,4,3,3,2,1,1,2,2,4,4,4,2,4,2,3,3,3,3,4,1,1,1,1,2,4,3,4,3,5,4,4,5,2,2,2,3,3,NA,NA,3,4,2,2,3,3,2,2,2,1,3,3,3,1,1,2,2,4,1,3,3,1,5,4,5,1,1,2,3,2,5,2,2,2,1,3,3,3,3,3,3,3,2,4,NA,3,5,2,1,4,4,3,3,2,3,1,2,4,4,4,4,5,4,3,2,2,5,5,2,2,2,2,3,2,3,1,1,2,2
#9AAE497D,77.5,A12487034,227,2,2,1,1,3,3,2,1,3,2,1,3,3,2,NA,3,2,5,4,4,3,2,1,4,4,4,3,3,2,2,4,2,1,5,1,4,1,5,1,NA,2,5,5,4,4,4,2,1,2,2,5,4,4,4,2,3,1,2,2,3,3,2,4,4,3,3,2,2,1,4,3,1,1,3,1,2,3,1,1,4,1,1,5,4,2,2,5,5,3,3,2,2,2,4,4,1,1,1,1,2,2,4,4,1,1,5,5,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,5,1,1,1,2,2,4,4,2,NA,2,2,1,1,5,2,2,5,3,3,3,1,3,3,1,2,2,3,3,2,4,5,4,1,3,3
#9AB0507A,77.5,A91066568,73,2,2,1,1,3,3,2,3,3,1,1,3,3,1,3,3,3,4,4,3,2,2,3,1,4,4,3,3,4,3,4,1,1,3,4,4,3,3,2,1,2,2,2,4,5,5,2,1,1,2,4,4,4,4,2,3,2,1,1,2,3,1,5,NA,5,3,2,2,1,4,3,1,1,4,4,4,2,2,4,4,5,5,2,2,2,2,4,3,2,3,2,2,2,5,5,1,1,1,1,3,3,4,4,1,1,5,5,1,1,1,3,1,NA,2,2,2,4,4,2,1,3,4,2,2,3,3,3,5,4,2,2,2,1,3,3,2,2,1,2,2,3,5,5,3,3,5,3,3,1,2,2,3,2,3,4,4,3,3,1,2,4
#9AB0D4FE,61,A92420874,139,2,2,1,1,2,3,4,3,3,2,1,4,3,5,3,3,1,3,5,2,2,2,2,1,5,4,3,1,2,3,4,2,2,5,4,4,3,3,2,2,1,4,3,3,5,4,1,1,2,2,3,4,4,NA,5,5,1,3,3,4,3,4,1,3,2,3,4,2,1,4,3,1,1,4,4,4,4,2,1,4,5,2,2,2,3,1,3,3,2,3,2,5,3,5,4,1,1,3,3,2,3,3,3,1,1,3,3,2,NA,5,5,1,1,2,2,2,1,1,1,1,1,4,1,1,3,2,2,5,4,NA,2,2,NA,2,2,2,1,1,5,4,4,5,5,3,3,4,3,4,1,4,3,2,3,3,5,2,5,1,1,5,5
#9ABC7553,49.5,A13068069,228,2,2,4,1,4,4,2,2,3,2,1,3,4,1,3,3,5,4,2,2,2,3,3,4,4,4,1,3,1,1,4,4,4,3,1,4,2,NA,1,2,3,2,2,2,4,4,1,1,1,2,1,1,1,1,2,2,2,1,1,3,3,2,1,4,4,2,2,3,1,4,5,4,1,5,1,2,4,1,2,2,2,2,3,4,1,1,4,4,3,3,2,2,2,4,4,1,1,1,1,4,4,3,3,1,1,3,3,2,1,3,3,2,2,3,2,2,2,3,2,3,4,4,2,2,3,3,5,5,4,4,2,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,2,3,5,4,4,2,4,2,2,3,3,4,4,4,1,1,4,4
#9AC089D3,66.5,A91073344,91,2,2,3,2,3,3,4,4,4,1,1,1,3,1,3,3,3,3,2,3,3,3,3,4,4,4,3,3,2,4,4,2,2,4,1,4,3,3,1,2,4,4,4,4,4,4,2,1,3,2,4,4,1,4,5,2,2,3,3,3,3,4,4,2,2,1,1,2,4,4,3,1,4,2,2,2,3,3,2,4,1,4,NA,NA,NA,NA,3,3,3,3,2,3,5,4,4,1,1,2,1,3,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,2,4,4,3,2,3,2,2,2,2,1,2,2,2,2,2,5,4,1,2,2,2,3,1,1,3,5,5,2,3,3,1,2,2,1,2,2,3,3,4,4,3,1,1,4,4
#9AC74419,79.5,A91052977,12,NA,NA,NA,NA,3,3,2,3,3,1,NA,3,3,1,2,3,4,4,3,3,2,2,1,4,4,4,3,3,5,1,4,1,1,2,4,4,3,3,2,1,2,4,3,4,5,NA,2,1,2,2,4,4,2,4,2,3,5,1,1,3,3,5,5,4,3,NA,2,2,1,4,3,1,1,4,4,4,1,1,3,4,4,1,4,4,1,2,3,3,5,3,2,2,2,2,4,2,2,1,1,1,1,3,4,1,3,2,5,2,NA,3,3,1,3,3,2,2,2,2,4,4,3,4,3,2,2,3,1,5,5,1,2,4,4,1,3,2,2,1,4,2,4,4,5,1,2,5,3,3,4,4,3,3,3,3,2,4,5,4,4,3,3
#9ACA5202,79,A12086281,36,2,2,1,1,3,3,2,3,3,1,1,3,3,4,3,5,4,4,3,3,2,2,2,4,4,4,3,NA,1,3,4,1,1,5,1,1,5,5,1,1,2,3,3,4,5,5,2,1,2,2,2,4,4,4,2,5,1,1,1,3,3,2,1,4,4,1,2,2,1,4,3,3,1,5,2,2,1,2,2,2,1,1,4,4,5,3,5,5,3,3,2,3,2,2,2,3,1,1,1,3,4,3,4,1,1,5,5,1,1,3,3,1,2,3,2,2,1,2,4,4,4,4,3,2,1,1,5,5,5,2,2,1,4,3,3,2,1,1,1,2,5,2,5,2,3,5,1,1,1,4,3,3,2,2,2,4,3,1,1,5,3
#9AD0450F,73.5,A11905002,78,2,2,1,1,4,3,2,3,3,1,1,3,3,1,3,3,5,5,2,3,2,2,3,4,4,4,1,5,2,1,4,1,1,5,5,4,3,3,1,2,2,4,5,4,4,4,2,1,3,3,4,5,4,4,2,5,2,1,1,2,4,2,1,1,1,1,1,2,4,4,3,4,1,4,1,1,2,2,2,4,2,2,5,5,1,1,2,3,4,3,2,2,2,3,3,1,1,2,2,4,4,3,4,3,3,5,5,2,2,2,2,5,3,3,2,2,2,2,2,2,3,4,3,NA,5,5,1,1,3,1,2,2,4,2,3,2,2,1,2,2,3,3,5,4,4,5,3,2,1,2,4,4,4,4,2,2,3,1,1,4,3
#9AD4BAF4,74,A12251584,77,2,2,1,1,4,3,2,2,5,1,1,5,5,5,3,NA,4,4,2,3,3,3,3,4,4,4,3,3,2,3,4,2,2,4,4,4,3,5,1,2,2,4,4,4,5,5,2,1,2,2,4,4,4,4,2,3,1,1,1,3,3,3,1,4,4,1,2,2,1,4,2,5,1,4,4,2,1,2,1,4,3,2,3,4,2,2,5,5,3,3,2,2,2,3,3,1,1,1,5,4,4,4,3,1,1,3,3,5,2,2,3,2,3,2,2,2,3,3,4,4,4,4,2,2,1,1,1,2,5,2,2,4,4,3,3,2,5,1,2,1,4,2,2,2,3,5,3,3,2,3,3,3,4,3,4,2,3,3,3,5,5
#9AD52768,54.5,A12452657,201,2,2,1,1,2,3,2,3,3,2,1,3,3,1,3,3,4,4,3,4,2,2,1,5,4,4,3,3,2,2,4,1,1,4,4,4,3,3,1,1,2,3,3,4,4,4,2,1,3,2,3,4,3,4,5,4,1,4,4,2,2,2,2,4,3,1,2,2,1,4,3,1,1,5,2,2,1,5,2,4,4,2,2,2,2,2,3,5,2,2,2,2,2,5,5,1,1,1,1,1,1,3,3,1,1,5,5,2,1,4,3,1,3,3,2,2,3,4,2,2,3,3,2,2,1,1,5,1,4,2,2,2,4,2,2,2,2,3,1,1,4,2,5,3,3,5,3,3,2,3,2,3,3,3,3,4,3,1,1,5,3
#9AD7ABE6,54,A12444496,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,1,1,1,1,2,3,2,1,4,3,3,2,2,2,2,2,4,5,NA,1,1,1,2,1,1,4,4,4,4,5,3,3,3,3,2,2,1,1,2,1,2,1,5,3,1,3,4,1,1,2,2,4,4,2,2,1,1,3,3,5,5,1,1,3,1,1,5,3,1,1,1,2,1,1,4,4,3,3,5,5,2,5,NA,3,3,4,2,2,2,5,5,1,1,4,4,1,2,3,3,2,2,1,1,1,2,2,1,1,3,1,1,NA,1,4,4,2,4,4,5,1,3,2,2,1,1,2,2,4,3,2,3,3,1,2
#9ADA5B1B,42.5,A12010890,216,2,2,2,1,4,3,4,2,3,2,NA,4,3,2,1,3,4,4,3,4,1,2,1,2,2,1,3,3,2,1,4,3,1,2,2,4,3,2,1,1,2,3,3,4,3,3,2,1,2,2,4,4,4,4,2,3,1,NA,1,1,3,1,1,2,1,1,3,2,4,1,1,1,1,NA,NA,4,2,2,4,4,1,1,1,2,1,1,1,3,2,3,2,5,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,2,4,3,4,NA,NA,NA,NA,1,2,1,NA,NA,1,4,2,1,2,NA,NA,1,1,1,2,4,1,3,5,4,4,1,4,4,2,1,2,2,2,4,1,1,5,5
#9ADC5B1D,68.5,A12176419,82,2,2,1,1,2,3,2,3,3,2,1,3,3,1,3,3,3,3,3,3,2,2,3,3,4,1,3,3,4,4,2,1,2,4,4,4,4,3,1,1,1,2,2,4,4,4,2,1,3,2,5,4,4,4,2,3,1,1,1,4,4,3,3,2,3,1,2,2,1,4,3,2,1,4,4,4,4,2,3,4,2,2,1,4,2,2,5,5,3,3,2,2,2,3,2,3,2,2,3,2,3,3,3,1,3,5,5,2,2,1,5,1,2,1,2,2,1,3,3,3,2,3,1,2,1,NA,2,2,1,2,2,1,1,1,3,3,2,3,2,4,4,4,5,3,3,3,4,3,4,1,3,3,2,3,3,4,4,1,1,5,5
#9AF97310,60,A12749065,169,2,2,4,1,4,5,5,2,3,2,1,3,3,1,3,5,1,1,3,3,3,2,2,4,NA,4,3,3,2,3,4,2,1,2,4,4,2,3,1,1,2,2,5,4,3,3,2,1,3,NA,2,4,4,NA,2,3,1,1,1,1,3,2,1,1,3,1,3,3,1,5,3,1,2,3,1,2,1,1,4,NA,2,2,2,4,2,2,5,5,3,3,2,3,3,5,5,1,1,3,1,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,2,4,3,1,1,4,4,2,2,5,5,5,2,4,1,2,3,4,1,3,2,1,3,2,4,1,5,4,1,1,5,1,3,1,4,2,3,2,4,5,2,3,4,1,1,4
#9B0231A8,72.5,A11989758,67,2,2,1,1,NA,2,2,3,3,1,1,3,3,1,3,3,4,4,3,3,2,2,1,4,4,4,3,3,2,1,4,1,1,2,4,4,3,NA,1,2,2,2,3,3,2,5,2,1,1,1,4,4,4,NA,2,4,NA,1,1,1,3,1,5,4,3,3,2,2,1,4,3,1,1,5,2,2,5,5,1,4,1,1,3,4,5,2,3,3,3,NA,2,2,2,1,3,1,1,1,1,2,1,4,4,1,1,1,5,2,1,1,3,5,3,NA,2,1,3,3,2,3,4,4,2,2,2,3,5,5,5,2,2,3,3,3,3,3,NA,1,3,2,4,3,3,1,5,5,2,2,4,4,3,3,3,3,2,4,3,4,4,2,5
#9B5126EC,41,A10560898,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,5,3,NA,5,3,3,3,2,2,5,5,4,4,1,1,4,3,4,2,1,5,3,4,3,3,2,1,1,2,2,4,1,5,2,1,2,2,2,4,4,4,1,4,3,4,1,1,3,NA,1,2,4,NA,NA,3,1,3,2,3,1,1,2,NA,2,2,1,4,2,1,NA,4,1,4,2,2,3,3,1,4,3,1,1,2,1,4,4,1,1,3,3,1,1,3,4,1,2,1,1,NA,3,3,2,2,3,4,3,3,4,4,4,3,2,2,3,2,2,3,2,2,3,3,3,2,2,1,2,2,1,1,1,3,4,5,2,1,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
#9B7AD435,72.5,A13182780,24,2,2,1,1,3,3,2,3,3,2,1,3,3,1,3,3,3,3,3,3,5,4,4,4,4,4,3,1,2,1,4,1,1,2,2,4,3,2,1,5,2,3,3,4,3,3,2,1,2,2,4,4,4,4,2,4,2,1,1,2,1,3,5,3,3,3,2,2,1,4,3,1,1,4,2,2,2,2,4,4,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,3,3,4,4,3,3,3,5,2,1,2,3,4,3,3,2,2,3,2,3,4,4,4,2,2,5,5,2,2,4,2,2,4,4,2,2,2,2,3,3,3,4,5,5,4,3,5,2,2,4,4,3,2,3,3,1,2,3,4,4,5,3
#9B82F3EA,84,A12334584,14,2,2,1,1,5,3,2,3,3,2,1,2,2,5,5,5,3,3,4,4,2,2,1,4,4,4,3,3,2,5,4,2,2,4,1,4,3,3,1,1,5,4,4,5,3,3,2,1,2,2,4,4,3,4,2,3,5,3,3,3,3,3,3,1,3,1,2,2,1,4,2,1,1,4,5,4,5,2,2,4,2,2,4,4,1,5,5,5,2,3,2,2,2,1,2,2,2,3,1,5,5,4,4,1,1,5,5,2,1,2,2,1,3,3,2,2,2,2,2,2,4,4,2,2,3,3,1,5,5,2,2,4,4,2,5,2,2,3,1,1,5,2,5,NA,NA,NA,NA,NA,3,3,3,3,3,3,4,4,3,3,3,4,5
#9B90A3A8,69.5,A13189133,179,2,2,1,1,3,3,2,3,3,2,1,3,3,1,3,3,1,4,4,4,2,2,1,1,4,4,3,3,2,5,4,2,1,3,4,4,3,3,1,2,2,3,3,3,4,3,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,3,5,5,5,4,NA,NA,5,NA,2,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,1,1,5,2,2,4,4,2,2,5,2,1,5,1,5,5,5,2,2,5,4,3,2,2,3,3,3,3,2,3,4,3,3,3,3
#9B932028,71,A13173765,115,2,2,4,4,4,3,2,3,3,2,NA,1,4,1,5,3,4,4,3,3,1,3,1,NA,NA,4,1,1,2,4,4,2,1,3,4,4,3,3,1,2,2,2,2,4,4,3,3,NA,3,2,3,3,1,1,2,2,2,3,1,3,3,2,2,2,2,2,3,3,1,4,3,1,1,4,2,2,2,2,2,2,2,1,5,4,2,2,4,4,4,3,2,3,2,3,1,1,1,1,1,1,1,3,3,1,1,5,3,1,2,2,3,2,3,3,2,2,3,3,4,4,2,2,2,2,2,3,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,2,2,2,2,3,NA,2,3,4,4,3,3,3,5,5
#9B93E0E8,63,A13063816,85,2,2,1,1,3,3,2,3,3,2,NA,1,4,1,3,5,2,4,3,3,2,2,1,3,4,4,2,3,1,3,4,3,1,2,4,4,3,3,2,1,2,3,3,4,5,5,2,1,2,2,4,4,4,4,2,3,2,3,3,3,3,3,3,2,3,2,1,2,1,4,3,2,1,4,1,1,5,NA,1,1,2,NA,3,4,3,1,3,3,2,3,2,2,2,2,1,1,1,2,2,3,3,3,3,3,1,1,5,1,1,NA,2,2,2,3,2,2,3,2,3,3,3,3,2,2,3,3,1,1,3,2,2,3,4,2,1,2,1,1,2,2,3,3,1,2,3,5,2,3,1,1,1,3,3,4,4,4,3,1,1,1,5
#9B9D8E88,69,A92410724,66,2,2,1,1,3,3,2,3,3,2,1,3,3,3,1,3,4,5,3,3,1,1,2,4,4,4,1,3,4,4,4,1,1,5,4,4,3,3,1,1,2,3,3,4,3,4,2,1,2,2,4,4,2,3,2,1,1,4,1,2,3,2,3,2,2,1,2,2,4,4,3,2,3,1,1,1,3,2,1,4,4,4,4,4,1,1,3,3,2,2,1,1,2,4,4,1,1,3,3,1,1,1,1,1,1,3,5,1,1,2,2,1,2,2,2,2,3,3,4,4,4,3,2,3,3,3,4,4,4,1,2,1,2,3,1,2,1,1,1,1,4,4,5,1,4,2,2,2,4,4,4,3,3,3,1,1,3,1,1,4,4
